date,temperature,precipitation,source
1991-04-03,,10.159999999999963,nuka
1991-04-04,,0.0,nuka
1991-04-05,,0.0,nuka
1991-04-06,,0.0,nuka
1991-04-07,,0.0,nuka
1991-04-08,,0.0,nuka
1991-04-09,,10.160000000000144,nuka
1991-04-10,,20.319999999999926,nuka
1991-04-11,,0.0,nuka
1991-04-12,,0.0,nuka
1991-04-13,,0.0,nuka
1991-04-14,,20.319999999999926,nuka
1991-04-15,,30.48000000000007,nuka
1991-04-16,,40.640000000000036,nuka
1991-04-17,,30.47999999999989,nuka
1991-04-18,,0.0,nuka
1991-04-19,,0.0,nuka
1991-04-20,,0.0,nuka
1991-04-21,,30.48000000000007,nuka
1991-04-22,,10.159999999999963,nuka
1991-04-23,,10.159999999999963,nuka
1991-04-24,,0.0,nuka
1991-04-25,,20.320000000000107,nuka
1991-04-26,,20.319999999999926,nuka
1991-04-27,,10.159999999999963,nuka
1991-04-28,,10.160000000000144,nuka
1991-04-29,,10.159999999999963,nuka
1991-04-30,,20.319999999999926,nuka
1991-05-01,,0.0,nuka
1991-05-02,,0.0,nuka
1991-05-03,,30.48000000000007,nuka
1991-05-04,,10.159999999999963,nuka
1991-05-05,,20.319999999999926,nuka
1991-05-06,,0.0,nuka
1991-05-07,,10.160000000000144,nuka
1991-05-08,,0.0,nuka
1991-05-09,,10.159999999999963,nuka
1991-05-10,,40.640000000000036,nuka
1991-05-11,,50.8,nuka
1991-05-12,,30.47999999999989,nuka
1991-05-13,,10.159999999999963,nuka
1991-05-14,,0.0,nuka
1991-05-15,,0.0,nuka
1991-05-16,,0.0,nuka
1991-05-17,,10.160000000000144,nuka
1991-05-18,,0.0,nuka
1991-05-19,,10.159999999999963,nuka
1991-05-20,,0.0,nuka
1991-05-21,,0.0,nuka
1991-05-22,,0.0,nuka
1991-05-23,,0.0,nuka
1991-05-24,,0.0,nuka
1991-05-25,,0.0,nuka
1991-05-26,,0.0,nuka
1991-05-27,,0.0,nuka
1991-05-28,,0.0,nuka
1991-05-29,,30.47999999999989,nuka
1991-05-30,,10.160000000000144,nuka
1991-05-31,,0.0,nuka
1991-06-01,,0.0,nuka
1991-06-02,,0.0,nuka
1991-06-03,,0.0,nuka
1991-06-04,,0.0,nuka
1991-06-05,,0.0,nuka
1991-06-06,,0.0,nuka
1991-06-07,,10.159999999999963,nuka
1991-06-08,,10.159999999999963,nuka
1991-06-09,,0.0,nuka
1991-06-10,,0.0,nuka
1991-06-11,,0.0,nuka
1991-06-12,,0.0,nuka
1991-06-13,,0.0,nuka
1991-06-14,,0.0,nuka
1991-06-15,,0.0,nuka
1991-06-16,,0.0,nuka
1991-06-17,,10.159999999999963,nuka
1991-06-18,,40.640000000000036,nuka
1991-06-19,,30.48000000000007,nuka
1991-06-20,,0.0,nuka
1991-06-21,,0.0,nuka
1991-06-22,,0.0,nuka
1991-06-23,,0.0,nuka
1991-06-24,,0.0,nuka
1991-06-25,,0.0,nuka
1991-06-26,,10.159999999999963,nuka
1991-06-27,,0.0,nuka
1991-06-28,,0.0,nuka
1991-06-29,,0.0,nuka
1991-06-30,,0.0,nuka
1991-07-01,,0.0,nuka
1991-07-02,,0.0,nuka
1991-07-03,,0.0,nuka
1991-07-04,,0.0,nuka
1991-07-05,,0.0,nuka
1991-07-06,,10.159999999999963,nuka
1991-07-07,,0.0,nuka
1991-07-08,,0.0,nuka
1991-07-09,,0.0,nuka
1991-07-10,,0.0,nuka
1991-07-11,,0.0,nuka
1991-07-12,,10.159999999999963,nuka
1991-07-13,,10.159999999999963,nuka
1991-07-14,,0.0,nuka
1991-07-15,,0.0,nuka
1991-07-16,,0.0,nuka
1991-07-17,,0.0,nuka
1991-07-18,,10.160000000000144,nuka
1991-07-19,,0.0,nuka
1991-07-20,,0.0,nuka
1991-07-21,,0.0,nuka
1991-07-22,,0.0,nuka
1991-07-23,,0.0,nuka
1991-07-24,,0.0,nuka
1991-07-25,,10.159999999999963,nuka
1991-07-26,,0.0,nuka
1991-07-27,,0.0,nuka
1991-07-28,,0.0,nuka
1991-07-29,,0.0,nuka
1991-07-30,,0.0,nuka
1991-07-31,,10.159999999999963,nuka
1991-08-01,,30.48000000000007,nuka
1991-08-02,,40.63999999999985,nuka
1991-08-03,,10.160000000000144,nuka
1991-08-04,,0.0,nuka
1991-08-05,,0.0,nuka
1991-08-06,,0.0,nuka
1991-08-07,,0.0,nuka
1991-08-08,,0.0,nuka
1991-08-09,,0.0,nuka
1991-08-10,,0.0,nuka
1991-08-11,,10.159999999999783,nuka
1991-08-12,,40.640000000000214,nuka
1991-08-13,,20.319999999999926,nuka
1991-08-14,,10.160000000000144,nuka
1991-08-15,,0.0,nuka
1991-08-16,,0.0,nuka
1991-08-17,,0.0,nuka
1991-08-18,,20.319999999999926,nuka
1991-08-19,,0.0,nuka
1991-08-20,,0.0,nuka
1991-08-21,,0.0,nuka
1991-08-22,,10.159999999999783,nuka
1991-08-23,,0.0,nuka
1991-08-24,,0.0,nuka
1991-08-25,,10.160000000000144,nuka
1991-08-26,,10.160000000000144,nuka
1991-08-27,,0.0,nuka
1991-08-28,,10.159999999999783,nuka
1991-08-29,,0.0,nuka
1991-08-30,,0.0,nuka
1991-08-31,,0.0,nuka
1991-09-01,,0.0,nuka
1991-09-02,,0.0,nuka
1991-09-03,,0.0,nuka
1991-09-04,,0.0,nuka
1991-09-05,,20.319999999999926,nuka
1991-09-06,,30.48000000000007,nuka
1991-09-07,,0.0,nuka
1991-09-08,,0.0,nuka
1991-09-09,,30.48000000000007,nuka
1991-09-10,,30.48000000000007,nuka
1991-09-11,,20.319999999999926,nuka
1991-09-12,,0.0,nuka
1991-09-13,,0.0,nuka
1991-09-14,,20.319999999999926,nuka
1991-09-15,,71.11999999999992,nuka
1991-09-16,,40.640000000000214,nuka
1991-09-17,,81.28000000000007,nuka
1991-09-18,,10.159999999999783,nuka
1991-09-19,,10.160000000000144,nuka
1991-09-20,,0.0,nuka
1991-09-21,,0.0,nuka
1991-09-22,,10.159999999999783,nuka
1991-09-23,,20.320000000000288,nuka
1991-09-24,,71.11999999999992,nuka
1991-09-25,,30.48000000000007,nuka
1991-09-26,,20.319999999999926,nuka
1991-09-27,,30.48000000000007,nuka
1991-09-28,,0.0,nuka
1991-09-29,,10.159999999999783,nuka
1991-09-30,,71.11999999999992,nuka
1991-10-01,,0.0,nuka
1991-10-02,,30.479999999999997,nuka
1991-10-03,,0.0,nuka
1991-10-04,,30.479999999999997,nuka
1991-10-05,,0.0,nuka
1991-10-06,,0.0,nuka
1991-10-07,,0.0,nuka
1991-10-08,,0.0,nuka
1991-10-09,,0.0,nuka
1991-10-10,,0.0,nuka
1991-10-11,,0.0,nuka
1991-10-12,,0.0,nuka
1991-10-13,,0.0,nuka
1991-10-14,,10.159999999999997,nuka
1991-10-15,,0.0,nuka
1991-10-16,,0.0,nuka
1991-10-17,,0.0,nuka
1991-10-18,,20.320000000000007,nuka
1991-10-19,,10.159999999999997,nuka
1991-10-20,,10.160000000000009,nuka
1991-10-21,,0.0,nuka
1991-10-22,,0.0,nuka
1991-10-23,,0.0,nuka
1991-10-24,,0.0,nuka
1991-10-25,,0.0,nuka
1991-10-26,,0.0,nuka
1991-10-27,,0.0,nuka
1991-10-28,,20.319999999999993,nuka
1991-10-29,,0.0,nuka
1991-10-30,,0.0,nuka
1991-10-31,,0.0,nuka
1991-11-01,,0.0,nuka
1991-11-02,,10.159999999999986,nuka
1991-11-03,,0.0,nuka
1991-11-04,,10.160000000000009,nuka
1991-11-05,,30.480000000000004,nuka
1991-11-06,,40.640000000000015,nuka
1991-11-07,,10.159999999999963,nuka
1991-11-08,,0.0,nuka
1991-11-09,,10.160000000000009,nuka
1991-11-10,,0.0,nuka
1991-11-11,,0.0,nuka
1991-11-12,,0.0,nuka
1991-11-13,,0.0,nuka
1991-11-14,,0.0,nuka
1991-11-15,,10.160000000000009,nuka
1991-11-16,,0.0,nuka
1991-11-17,,0.0,nuka
1991-11-18,,10.160000000000009,nuka
1991-11-19,,10.160000000000009,nuka
1991-11-20,,10.159999999999963,nuka
1991-11-21,,0.0,nuka
1991-11-22,,0.0,nuka
1991-11-23,,0.0,nuka
1991-11-24,,0.0,nuka
1991-11-25,,0.0,nuka
1991-11-26,,0.0,nuka
1991-11-27,,10.160000000000009,nuka
1991-11-28,,0.0,nuka
1991-11-29,,30.480000000000025,nuka
1991-11-30,,0.0,nuka
1991-12-01,,20.319999999999972,nuka
1991-12-02,,0.0,nuka
1991-12-03,,0.0,nuka
1991-12-04,,0.0,nuka
1991-12-05,,0.0,nuka
1991-12-06,,10.160000000000009,nuka
1991-12-07,,20.320000000000018,nuka
1991-12-08,,10.159999999999963,nuka
1991-12-09,,0.0,nuka
1991-12-10,,0.0,nuka
1991-12-11,,0.0,nuka
1991-12-12,,0.0,nuka
1991-12-13,,0.0,nuka
1991-12-14,,60.96000000000005,nuka
1991-12-15,,30.47999999999998,nuka
1991-12-16,,50.8,nuka
1991-12-17,,20.320000000000018,nuka
1991-12-18,,0.0,nuka
1991-12-19,,0.0,nuka
1991-12-20,,10.159999999999963,nuka
1991-12-21,,0.0,nuka
1991-12-22,,20.320000000000018,nuka
1991-12-23,,20.320000000000018,nuka
1991-12-24,,20.319999999999926,nuka
1991-12-25,,60.96000000000005,nuka
1991-12-26,,10.159999999999963,nuka
1991-12-27,,50.8,nuka
1991-12-28,,30.47999999999998,nuka
1991-12-29,,0.0,nuka
1991-12-30,,20.320000000000018,nuka
1991-12-31,,60.96000000000005,nuka
1992-01-01,,40.640000000000036,nuka
1992-01-02,,0.0,nuka
1992-01-03,,20.319999999999926,nuka
1992-01-04,,10.159999999999963,nuka
1992-01-05,,0.0,nuka
1992-01-06,,20.320000000000107,nuka
1992-01-07,,76.19999999999999,nuka
1992-01-08,,20.319999999999926,nuka
1992-01-09,,0.0,nuka
1992-01-10,,10.159999999999963,nuka
1992-01-11,,0.0,nuka
1992-01-12,,0.0,nuka
1992-01-13,,0.0,nuka
1992-01-14,,60.95999999999996,nuka
1992-01-15,,20.320000000000107,nuka
1992-01-16,,50.8,nuka
1992-01-17,,71.11999999999992,nuka
1992-01-18,,40.640000000000036,nuka
1992-01-19,,0.0,nuka
1992-01-20,,0.0,nuka
1992-01-21,,0.0,nuka
1992-01-22,,0.0,nuka
1992-01-23,,0.0,nuka
1992-01-24,,0.0,nuka
1992-01-25,,0.0,nuka
1992-01-26,,0.0,nuka
1992-01-27,,0.0,nuka
1992-01-28,,10.159999999999963,nuka
1992-01-29,,10.159999999999963,nuka
1992-01-30,,0.0,nuka
1992-01-31,,2.540000000000036,nuka
1992-02-01,,2.540000000000036,nuka
1992-02-02,,0.0,nuka
1992-02-03,,10.159999999999963,nuka
1992-02-04,,20.320000000000107,nuka
1992-02-05,,0.0,nuka
1992-02-06,,10.159999999999963,nuka
1992-02-07,,0.0,nuka
1992-02-08,,0.0,nuka
1992-02-09,,0.0,nuka
1992-02-10,,0.0,nuka
1992-02-11,,0.0,nuka
1992-02-12,,0.0,nuka
1992-02-13,,0.0,nuka
1992-02-14,,0.0,nuka
1992-02-15,,0.0,nuka
1992-02-16,,0.0,nuka
1992-02-17,,0.0,nuka
1992-02-18,,0.0,nuka
1992-02-19,,0.0,nuka
1992-02-20,,0.0,nuka
1992-02-21,,0.0,nuka
1992-02-22,,0.0,nuka
1992-02-23,,0.0,nuka
1992-02-24,,0.0,nuka
1992-02-25,,10.159999999999963,nuka
1992-02-26,,0.0,nuka
1992-02-27,,10.159999999999963,nuka
1992-02-28,,10.159999999999963,nuka
1992-02-29,,0.0,nuka
1992-03-01,,0.0,nuka
1992-03-02,,0.0,nuka
1992-03-03,,0.0,nuka
1992-03-04,,0.0,nuka
1992-03-05,,0.0,nuka
1992-03-06,,2.540000000000036,nuka
1992-03-07,,22.859999999999964,nuka
1992-03-08,,40.640000000000036,nuka
1992-03-09,,40.640000000000036,nuka
1992-03-10,,91.44000000000003,nuka
1992-03-11,,30.47999999999989,nuka
1992-03-12,,30.48000000000007,nuka
1992-03-13,,0.0,nuka
1992-03-14,,0.0,nuka
1992-03-15,,20.319999999999926,nuka
1992-03-16,,30.48000000000007,nuka
1992-03-17,,0.0,nuka
1992-03-18,,0.0,nuka
1992-03-19,,10.160000000000144,nuka
1992-03-20,,50.8,nuka
1992-03-21,,20.319999999999926,nuka
1992-03-22,,10.159999999999783,nuka
1992-03-23,,20.320000000000288,nuka
1992-03-24,,40.63999999999985,nuka
1992-03-25,,71.11999999999992,nuka
1992-03-26,,20.319999999999926,nuka
1992-03-27,,30.48000000000007,nuka
1992-03-28,,10.160000000000144,nuka
1992-03-29,,50.8,nuka
1992-03-30,,0.0,nuka
1992-03-31,,10.159999999999783,nuka
1992-04-01,,10.160000000000144,nuka
1992-04-02,,0.0,nuka
1992-04-03,,0.0,nuka
1992-04-04,,0.0,nuka
1992-04-05,,0.0,nuka
1992-04-06,,0.0,nuka
1992-04-07,,0.0,nuka
1992-04-08,,0.0,nuka
1992-04-09,,0.0,nuka
1992-04-10,,0.0,nuka
1992-04-11,,0.0,nuka
1992-04-12,,0.0,nuka
1992-04-13,,0.0,nuka
1992-04-14,,0.0,nuka
1992-04-15,,10.160000000000144,nuka
1992-04-16,,10.159999999999783,nuka
1992-04-17,,10.160000000000144,nuka
1992-04-18,,20.319999999999926,nuka
1992-04-19,,10.160000000000144,nuka
1992-04-20,,0.0,nuka
1992-04-21,,0.0,nuka
1992-04-22,,0.0,nuka
1992-04-23,,0.0,nuka
1992-04-24,,0.0,nuka
1992-04-25,,0.0,nuka
1992-04-26,,0.0,nuka
1992-04-27,,0.0,nuka
1992-04-28,,0.0,nuka
1992-04-29,,0.0,nuka
1992-04-30,,0.0,nuka
1992-05-01,,10.159999999999783,nuka
1992-05-02,,0.0,nuka
1992-05-03,,0.0,nuka
1992-05-04,,0.0,nuka
1992-05-05,,0.0,nuka
1992-05-06,,0.0,nuka
1992-05-07,,10.160000000000144,nuka
1992-05-08,,0.0,nuka
1992-05-09,,0.0,nuka
1992-05-10,,0.0,nuka
1992-05-11,,0.0,nuka
1992-05-12,,0.0,nuka
1992-05-13,,0.0,nuka
1992-05-14,,0.0,nuka
1992-05-15,,0.0,nuka
1992-05-16,,0.0,nuka
1992-05-17,,0.0,nuka
1992-05-18,,0.0,nuka
1992-05-19,,0.0,nuka
1992-05-20,,0.0,nuka
1992-05-21,,0.0,nuka
1992-05-22,,0.0,nuka
1992-05-23,,0.0,nuka
1992-05-24,,0.0,nuka
1992-05-25,,0.0,nuka
1992-05-26,,10.159999999999783,nuka
1992-05-27,,0.0,nuka
1992-05-28,,0.0,nuka
1992-05-29,,0.0,nuka
1992-05-30,,0.0,nuka
1992-05-31,,0.0,nuka
1992-06-01,,0.0,nuka
1992-06-02,,0.0,nuka
1992-06-03,,0.0,nuka
1992-06-04,,0.0,nuka
1992-06-05,,10.160000000000144,nuka
1992-06-06,,0.0,nuka
1992-06-07,,0.0,nuka
1992-06-08,,0.0,nuka
1992-06-09,,0.0,nuka
1992-06-10,,0.0,nuka
1992-06-11,,0.0,nuka
1992-06-12,,0.0,nuka
1992-06-13,,0.0,nuka
1992-06-14,,0.0,nuka
1992-06-15,,0.0,nuka
1992-06-16,,10.160000000000144,nuka
1992-06-17,,0.0,nuka
1992-06-18,,0.0,nuka
1992-06-19,,10.159999999999783,nuka
1992-06-20,,0.0,nuka
1992-06-21,,0.0,nuka
1992-06-22,,0.0,nuka
1992-06-23,,0.0,nuka
1992-06-24,,0.0,nuka
1992-06-25,,10.160000000000144,nuka
1992-06-26,,0.0,nuka
1992-06-27,,0.0,nuka
1992-06-28,,0.0,nuka
1992-06-29,,0.0,nuka
1992-06-30,,0.0,nuka
1992-07-01,,0.0,nuka
1992-07-02,,0.0,nuka
1992-07-03,,0.0,nuka
1992-07-04,,0.0,nuka
1992-07-05,,0.0,nuka
1992-07-06,,0.0,nuka
1992-07-07,,0.0,nuka
1992-07-08,,10.159999999999783,nuka
1992-07-09,,0.0,nuka
1992-07-10,,0.0,nuka
1992-07-11,,10.160000000000144,nuka
1992-07-12,,10.160000000000144,nuka
1992-07-13,,0.0,nuka
1992-07-14,,0.0,nuka
1992-07-15,,0.0,nuka
1992-07-16,,0.0,nuka
1992-07-17,,0.0,nuka
1992-07-18,,0.0,nuka
1992-07-19,,0.0,nuka
1992-07-20,,0.0,nuka
1992-07-21,,0.0,nuka
1992-07-22,,0.0,nuka
1992-07-23,,20.319999999999926,nuka
1992-07-24,,10.159999999999783,nuka
1992-07-25,,0.0,nuka
1992-07-26,,0.0,nuka
1992-07-27,,0.0,nuka
1992-07-28,,0.0,nuka
1992-07-29,,40.640000000000214,nuka
1992-07-30,,0.0,nuka
1992-07-31,,0.0,nuka
1992-08-01,,0.0,nuka
1992-08-02,,10.159999999999783,nuka
1992-08-03,,0.0,nuka
1992-08-04,,0.0,nuka
1992-08-05,,0.0,nuka
1992-08-06,,10.160000000000144,nuka
1992-08-07,,0.0,nuka
1992-08-08,,0.0,nuka
1992-08-09,,0.0,nuka
1992-08-10,,0.0,nuka
1992-08-11,,0.0,nuka
1992-08-12,,0.0,nuka
1992-08-13,,0.0,nuka
1992-08-14,,40.63999999999985,nuka
1992-08-15,,10.160000000000144,nuka
1992-08-16,,0.0,nuka
1992-08-17,,10.160000000000144,nuka
1992-08-18,,0.0,nuka
1992-08-19,,0.0,nuka
1992-08-20,,0.0,nuka
1992-08-21,,0.0,nuka
1992-08-22,,0.0,nuka
1992-08-23,,10.159999999999783,nuka
1992-08-24,,30.48000000000007,nuka
1992-08-25,,60.96000000000014,nuka
1992-08-26,,60.95999999999978,nuka
1992-08-27,,10.160000000000144,nuka
1992-08-28,,0.0,nuka
1992-08-29,,0.0,nuka
1992-08-30,,0.0,nuka
1992-08-31,,20.319999999999926,nuka
1992-09-01,,0.0,nuka
1992-09-02,,0.0,nuka
1992-09-03,,0.0,nuka
1992-09-04,,0.0,nuka
1992-09-05,,10.160000000000144,nuka
1992-09-06,,30.47999999999971,nuka
1992-09-07,,0.0,nuka
1992-09-08,,0.0,nuka
1992-09-09,,0.0,nuka
1992-09-10,,0.0,nuka
1992-09-11,,0.0,nuka
1992-09-12,,0.0,nuka
1992-09-13,,0.0,nuka
1992-09-14,,0.0,nuka
1992-09-15,,0.0,nuka
1992-09-16,,0.0,nuka
1992-09-17,,7.620000000000289,nuka
1992-09-18,,0.0,nuka
1992-09-19,,0.0,nuka
1992-09-20,,0.0,nuka
1992-09-21,,0.0,nuka
1992-09-22,,0.0,nuka
1992-09-23,,0.0,nuka
1992-09-24,,0.0,nuka
1992-09-25,,0.0,nuka
1992-09-26,,0.0,nuka
1992-09-27,,0.0,nuka
1992-09-28,,0.0,nuka
1992-09-29,,0.0,nuka
1992-09-30,,0.0,nuka
1992-10-01,,0.0,nuka
1992-10-02,,10.16,nuka
1992-10-03,,25.399999999999995,nuka
1992-10-04,,0.0,nuka
1992-10-05,,0.0,nuka
1992-10-06,,0.0,nuka
1992-10-07,,66.03999999999999,nuka
1992-10-08,,27.93999999999999,nuka
1992-10-09,,0.0,nuka
1992-10-10,,0.0,nuka
1992-10-11,,0.0,nuka
1992-10-12,,0.0,nuka
1992-10-13,,0.0,nuka
1992-10-14,,0.0,nuka
1992-10-15,,0.0,nuka
1992-10-16,,0.0,nuka
1992-10-17,,0.0,nuka
1992-10-18,,0.0,nuka
1992-10-19,,0.0,nuka
1992-10-20,,0.0,nuka
1992-10-21,,5.0800000000000045,nuka
1992-10-22,,10.160000000000009,nuka
1992-10-23,,0.0,nuka
1992-10-24,,0.0,nuka
1992-10-25,,12.7,nuka
1992-10-26,,30.480000000000004,nuka
1992-10-27,,71.11999999999996,nuka
1992-10-28,,0.0,nuka
1992-10-29,,0.0,nuka
1992-10-30,,0.0,nuka
1992-10-31,,0.0,nuka
1992-11-01,,0.0,nuka
1992-11-02,,0.0,nuka
1992-11-03,,0.0,nuka
1992-11-04,,40.640000000000036,nuka
1992-11-05,,0.0,nuka
1992-11-06,,10.159999999999963,nuka
1992-11-07,,20.320000000000018,nuka
1992-11-08,,10.160000000000009,nuka
1992-11-09,,20.319999999999972,nuka
1992-11-10,,55.87999999999998,nuka
1992-11-11,,0.0,nuka
1992-11-12,,0.0,nuka
1992-11-13,,0.0,nuka
1992-11-14,,0.0,nuka
1992-11-15,,10.160000000000053,nuka
1992-11-16,,0.0,nuka
1992-11-17,,0.0,nuka
1992-11-18,,0.0,nuka
1992-11-19,,0.0,nuka
1992-11-20,,0.0,nuka
1992-11-21,,0.0,nuka
1992-11-22,,0.0,nuka
1992-11-23,,20.320000000000018,nuka
1992-11-24,,50.8,nuka
1992-11-25,,50.8,nuka
1992-11-26,,40.639999999999944,nuka
1992-11-27,,0.0,nuka
1992-11-28,,25.4,nuka
1992-11-29,,35.56000000000005,nuka
1992-11-30,,0.0,nuka
1992-12-01,,2.539999999999946,nuka
1992-12-02,,30.47999999999998,nuka
1992-12-03,,81.28000000000007,nuka
1992-12-04,,0.0,nuka
1992-12-05,,5.079999999999981,nuka
1992-12-06,-2.2310000000000003,2.539999999999946,nuka
1992-12-07,-2.2310000000000003,0.0,nuka
1992-12-08,-5.231,0.0,nuka
1992-12-09,-6.231,0.0,nuka
1992-12-10,-6.231,0.0,nuka
1992-12-11,-4.231000000000002,10.160000000000053,nuka
1992-12-12,-5.231,0.0,nuka
1992-12-13,-7.231,10.159999999999963,nuka
1992-12-14,-8.231,0.0,nuka
