date,temperature,precipitation,temp_source,precip_source
1998-12-26,-12.0,0.0,nuka,nuka
1998-12-27,-7.000000000000001,0.0,nuka,nuka
1998-12-28,-2.999999999999999,0.0,nuka,nuka
1998-12-29,-10.0,0.0,nuka,nuka
1998-12-30,-8.0,12.7,nuka,nuka
1998-12-31,0.0,12.7,nuka,nuka
1999-01-01,-4.0,2.540000000000036,nuka,nuka
1999-01-02,-7.000000000000001,5.079999999999981,nuka,nuka
1999-01-03,-12.0,17.77999999999998,nuka,nuka
1999-01-04,-2.000000000000001,2.540000000000036,nuka,nuka
1999-01-05,-2.000000000000001,0.0,nuka,nuka
1999-01-06,-1.0000000000000004,0.0,nuka,nuka
1999-01-07,0.0,5.079999999999981,nuka,nuka
1999-01-08,0.9999999999999984,0.0,nuka,nuka
1999-01-09,0.0,7.620000000000018,nuka,nuka
1999-01-10,0.0,5.079999999999981,nuka,nuka
1999-01-11,0.0,5.079999999999981,nuka,nuka
1999-01-12,0.9999999999999984,2.540000000000036,nuka,nuka
1999-01-13,-1.0000000000000004,10.159999999999963,nuka,nuka
1999-01-14,-6.0,27.940000000000033,nuka,nuka
1999-01-15,-9.0,10.159999999999963,nuka,nuka
1999-01-16,-11.0,0.0,nuka,nuka
1999-01-17,-11.0,0.0,nuka,nuka
1999-01-18,-12.0,0.0,nuka,nuka
1999-01-19,-11.0,0.0,nuka,nuka
1999-01-20,-12.0,0.0,nuka,nuka
1999-01-21,-2.000000000000001,0.0,nuka,nuka
1999-01-22,0.0,0.0,nuka,nuka
1999-01-23,-2.000000000000001,0.0,nuka,nuka
1999-01-24,-5.0,10.159999999999963,nuka,nuka
1999-01-25,-6.0,20.320000000000107,nuka,nuka
1999-01-26,-10.0,2.540000000000036,nuka,nuka
1999-01-27,-14.0,2.5399999999998553,nuka,nuka
1999-01-28,-15.0,0.0,nuka,nuka
1999-01-29,-22.0,0.0,nuka,nuka
1999-01-30,-25.0,0.0,nuka,nuka
1999-01-31,-19.0,0.0,nuka,nuka
1999-02-01,-19.0,0.0,nuka,nuka
1999-02-02,-23.0,0.0,nuka,nuka
1999-02-03,-26.0,0.0,nuka,nuka
1999-02-04,-24.0,0.0,nuka,nuka
1999-02-05,-21.0,0.0,nuka,nuka
1999-02-06,-17.0,0.0,nuka,nuka
1999-02-07,-18.0,0.0,nuka,nuka
1999-02-08,-17.0,0.0,nuka,nuka
1999-02-09,-15.0,0.0,nuka,nuka
1999-02-10,-11.0,0.0,nuka,nuka
1999-02-11,-8.0,0.0,nuka,nuka
1999-02-12,-7.000000000000001,0.0,nuka,nuka
1999-02-13,0.0,0.0,nuka,nuka
1999-02-14,0.0,0.0,nuka,nuka
1999-02-15,-2.000000000000001,5.080000000000072,nuka,nuka
1999-02-16,-2.999999999999999,30.48000000000007,nuka,nuka
1999-02-17,-2.999999999999999,22.859999999999964,nuka,nuka
1999-02-18,-4.0,5.079999999999892,nuka,nuka
1999-02-19,-1.0000000000000004,5.080000000000072,nuka,nuka
1999-02-20,-2.000000000000001,0.0,nuka,nuka
1999-02-21,-7.000000000000001,2.540000000000036,nuka,nuka
1999-02-22,-13.0,10.159999999999963,nuka,nuka
1999-02-23,-8.0,2.540000000000036,nuka,nuka
1999-02-24,-8.0,0.0,nuka,nuka
1999-02-25,-6.0,0.0,nuka,nuka
1999-02-26,-8.0,0.0,nuka,nuka
1999-02-27,-10.0,10.159999999999963,nuka,nuka
1999-02-28,-6.0,5.080000000000072,nuka,nuka
1999-03-01,-5.0,0.0,nuka,nuka
1999-03-02,-6.0,0.0,nuka,nuka
1999-03-03,-7.000000000000001,5.079999999999892,nuka,nuka
1999-03-04,-8.0,0.0,nuka,nuka
1999-03-05,-10.0,0.0,nuka,nuka
1999-03-06,-8.0,0.0,nuka,nuka
1999-03-07,-11.0,0.0,nuka,nuka
1999-03-08,-15.0,0.0,nuka,nuka
1999-03-09,-8.0,0.0,nuka,nuka
1999-03-10,0.0,0.0,nuka,nuka
1999-03-11,-4.0,0.0,nuka,nuka
1999-03-12,-2.999999999999999,17.780000000000072,nuka,nuka
1999-03-13,-2.000000000000001,27.940000000000033,nuka,nuka
1999-03-14,-7.000000000000001,7.619999999999927,nuka,nuka
1999-03-15,-13.0,5.080000000000072,nuka,nuka
1999-03-16,-15.0,25.4,nuka,nuka
1999-03-17,-2.000000000000001,0.0,nuka,nuka
1999-03-18,0.0,0.0,nuka,nuka
1999-03-19,0.0,0.0,nuka,nuka
1999-03-20,-1.0000000000000004,12.7,nuka,nuka
1999-03-21,0.0,30.47999999999989,nuka,nuka
1999-03-22,0.0,25.4,nuka,nuka
1999-03-23,0.0,5.080000000000072,nuka,nuka
1999-03-24,0.0,7.619999999999927,nuka,nuka
1999-03-25,0.9999999999999984,5.080000000000072,nuka,nuka
1999-03-26,-1.0000000000000004,5.079999999999892,nuka,nuka
1999-03-27,-2.000000000000001,22.86000000000014,nuka,nuka
1999-03-28,-4.0,7.619999999999927,nuka,nuka
1999-03-29,-4.0,2.540000000000036,nuka,nuka
1999-03-30,-1.0000000000000004,2.540000000000036,nuka,nuka
1999-03-31,0.0,7.619999999999927,nuka,nuka
1999-04-01,-6.0,12.7,nuka,nuka
1999-04-02,-4.0,12.7,nuka,nuka
1999-04-03,-5.0,12.7,nuka,nuka
1999-04-04,0.0,5.080000000000072,nuka,nuka
1999-04-05,-2.999999999999999,0.0,nuka,nuka
1999-04-06,-7.000000000000001,0.0,nuka,nuka
1999-04-07,-5.0,2.5399999999998553,nuka,nuka
1999-04-08,-1.0000000000000004,2.540000000000036,nuka,nuka
1999-04-09,0.0,0.0,nuka,nuka
1999-04-10,-1.0000000000000004,0.0,nuka,nuka
1999-04-11,-2.000000000000001,0.0,nuka,nuka
1999-04-12,-2.000000000000001,5.080000000000072,nuka,nuka
1999-04-13,0.0,2.540000000000036,nuka,nuka
1999-04-14,0.0,0.0,nuka,nuka
1999-04-15,0.0,2.5399999999998553,nuka,nuka
1999-04-16,2.999999999999999,12.7,nuka,nuka
1999-04-17,2.999999999999999,2.540000000000036,nuka,nuka
1999-04-18,0.9999999999999984,2.540000000000036,nuka,nuka
1999-04-19,0.9999999999999984,2.540000000000036,nuka,nuka
1999-04-20,0.9999999999999984,5.079999999999892,nuka,nuka
1999-04-21,0.9999999999999984,30.48000000000007,nuka,nuka
1999-04-22,4.000000000000002,12.7,nuka,nuka
1999-04-23,0.9999999999999984,0.0,nuka,nuka
1999-04-24,0.0,0.0,nuka,nuka
1999-04-25,0.0,0.0,nuka,nuka
1999-04-26,0.0,0.0,nuka,nuka
1999-04-27,0.0,0.0,nuka,nuka
1999-04-28,0.0,0.0,nuka,nuka
1999-04-29,0.9999999999999984,0.0,nuka,nuka
1999-04-30,0.0,0.0,nuka,nuka
1999-05-01,-1.0000000000000004,2.540000000000036,nuka,nuka
1999-05-02,0.0,5.079999999999892,nuka,nuka
1999-05-03,2.000000000000001,0.0,nuka,nuka
1999-05-04,0.9999999999999984,0.0,nuka,nuka
1999-05-05,2.000000000000001,0.0,nuka,nuka
1999-05-06,0.0,0.0,nuka,nuka
1999-05-07,0.0,0.0,nuka,nuka
1999-05-08,0.0,0.0,nuka,nuka
1999-05-09,2.000000000000001,0.0,nuka,nuka
1999-05-10,2.000000000000001,0.0,nuka,nuka
1999-05-11,2.000000000000001,2.540000000000036,nuka,nuka
1999-05-12,4.000000000000002,12.7,nuka,nuka
1999-05-13,5.999999999999998,2.540000000000036,nuka,nuka
1999-05-14,7.000000000000001,0.0,nuka,nuka
1999-05-15,7.000000000000001,0.0,nuka,nuka
1999-05-16,4.000000000000002,0.0,nuka,nuka
1999-05-17,2.999999999999999,0.0,nuka,nuka
1999-05-18,4.000000000000002,2.540000000000036,nuka,nuka
1999-05-19,2.999999999999999,5.079999999999892,nuka,nuka
1999-05-20,4.000000000000002,5.080000000000072,nuka,nuka
1999-05-21,2.000000000000001,2.540000000000036,nuka,nuka
1999-05-22,4.000000000000002,0.0,nuka,nuka
1999-05-23,2.999999999999999,0.0,nuka,nuka
1999-05-24,4.000000000000002,0.0,nuka,nuka
1999-05-25,2.000000000000001,2.540000000000036,nuka,nuka
1999-05-26,2.000000000000001,0.0,nuka,nuka
1999-05-27,2.000000000000001,0.0,nuka,nuka
1999-05-28,2.000000000000001,0.0,nuka,nuka
1999-05-29,4.000000000000002,0.0,nuka,nuka
1999-05-30,5.0,2.5399999999998553,nuka,nuka
1999-05-31,2.999999999999999,10.160000000000144,nuka,nuka
1999-06-01,4.000000000000002,17.77999999999989,nuka,nuka
1999-06-02,5.0,0.0,nuka,nuka
1999-06-03,5.999999999999998,7.620000000000108,nuka,nuka
1999-06-04,9.000000000000002,0.0,nuka,nuka
1999-06-05,7.000000000000001,0.0,nuka,nuka
1999-06-06,5.999999999999998,0.0,nuka,nuka
1999-06-07,7.000000000000001,5.079999999999892,nuka,nuka
1999-06-08,5.0,0.0,nuka,nuka
1999-06-09,5.999999999999998,0.0,nuka,nuka
1999-06-10,7.000000000000001,0.0,nuka,nuka
1999-06-11,9.000000000000002,0.0,nuka,nuka
1999-06-12,9.000000000000002,0.0,nuka,nuka
1999-06-13,7.000000000000001,0.0,nuka,nuka
1999-06-14,7.000000000000001,0.0,nuka,nuka
1999-06-15,8.0,2.540000000000036,nuka,nuka
1999-06-16,5.999999999999998,7.619999999999927,nuka,nuka
1999-06-17,5.999999999999998,5.080000000000072,nuka,nuka
1999-06-18,5.999999999999998,2.540000000000036,nuka,nuka
1999-06-19,5.0,2.540000000000036,nuka,nuka
1999-06-20,5.999999999999998,2.5399999999998553,nuka,nuka
1999-06-21,7.000000000000001,2.540000000000036,nuka,nuka
1999-06-22,10.0,2.540000000000036,nuka,nuka
1999-06-23,9.000000000000002,2.540000000000036,nuka,nuka
1999-06-24,7.000000000000001,0.0,nuka,nuka
1999-06-25,5.999999999999998,0.0,nuka,nuka
1999-06-26,9.000000000000002,2.540000000000036,nuka,nuka
1999-06-27,9.000000000000002,0.0,nuka,nuka
1999-06-28,10.0,0.0,nuka,nuka
1999-06-29,10.999999999999998,0.0,nuka,nuka
1999-06-30,10.999999999999998,2.5399999999998553,nuka,nuka
1999-07-01,14.000000000000002,0.0,nuka,nuka
1999-07-02,17.0,0.0,nuka,nuka
1999-07-03,18.000000000000004,0.0,nuka,nuka
1999-07-04,13.0,0.0,nuka,nuka
1999-07-05,10.0,2.540000000000036,nuka,nuka
1999-07-06,10.0,0.0,nuka,nuka
1999-07-07,9.000000000000002,2.540000000000036,nuka,nuka
1999-07-08,10.0,0.0,nuka,nuka
1999-07-09,9.000000000000002,0.0,nuka,nuka
1999-07-10,9.000000000000002,0.0,nuka,nuka
1999-07-11,10.999999999999998,0.0,nuka,nuka
1999-07-12,9.000000000000002,12.7,nuka,nuka
1999-07-13,10.0,0.0,nuka,nuka
1999-07-14,10.0,0.0,nuka,nuka
1999-07-15,10.0,0.0,nuka,nuka
1999-07-16,8.0,2.540000000000036,nuka,nuka
1999-07-17,8.0,2.540000000000036,nuka,nuka
1999-07-18,10.999999999999998,2.5399999999998553,nuka,nuka
1999-07-19,10.0,2.540000000000036,nuka,nuka
1999-07-20,10.0,7.620000000000108,nuka,nuka
1999-07-21,12.0,2.5399999999998553,nuka,nuka
1999-07-22,12.0,0.0,nuka,nuka
1999-07-23,9.000000000000002,2.540000000000036,nuka,nuka
1999-07-24,9.000000000000002,0.0,nuka,nuka
1999-07-25,10.0,0.0,nuka,nuka
1999-07-26,9.000000000000002,2.540000000000036,nuka,nuka
1999-07-27,13.0,5.080000000000072,nuka,nuka
1999-07-28,12.0,0.0,nuka,nuka
1999-07-29,10.999999999999998,0.0,nuka,nuka
1999-07-30,12.0,0.0,nuka,nuka
1999-07-31,12.0,2.5399999999998553,nuka,nuka
1999-08-01,12.0,0.0,nuka,nuka
1999-08-02,12.0,2.540000000000036,nuka,nuka
1999-08-03,10.0,0.0,nuka,nuka
1999-08-04,10.999999999999998,0.0,nuka,nuka
1999-08-05,10.0,2.540000000000036,nuka,nuka
1999-08-06,9.000000000000002,20.319999999999926,nuka,nuka
1999-08-07,9.000000000000002,38.099999999999994,nuka,nuka
1999-08-08,9.000000000000002,10.160000000000144,nuka,nuka
1999-08-09,10.0,5.079999999999892,nuka,nuka
1999-08-10,10.0,0.0,nuka,nuka
1999-08-11,10.0,2.540000000000036,nuka,nuka
1999-08-12,12.0,0.0,nuka,nuka
1999-08-13,10.0,2.540000000000036,nuka,nuka
1999-08-14,9.000000000000002,5.079999999999892,nuka,nuka
1999-08-15,10.999999999999998,0.0,nuka,nuka
1999-08-16,13.0,0.0,nuka,nuka
1999-08-17,10.999999999999998,5.080000000000072,nuka,nuka
1999-08-18,10.0,0.0,nuka,nuka
1999-08-19,8.0,2.540000000000036,nuka,nuka
1999-08-20,8.0,0.0,nuka,nuka
1999-08-21,8.0,5.079999999999892,nuka,nuka
1999-08-22,8.0,30.48000000000007,nuka,nuka
1999-08-23,8.0,12.7,nuka,nuka
1999-08-24,7.000000000000001,5.080000000000072,nuka,nuka
1999-08-25,8.0,12.7,nuka,nuka
1999-08-26,9.000000000000002,2.5399999999998553,nuka,nuka
1999-08-27,12.0,10.160000000000144,nuka,nuka
1999-08-28,9.000000000000002,2.5399999999998553,nuka,nuka
1999-08-29,9.000000000000002,2.5400000000002163,nuka,nuka
1999-08-30,9.000000000000002,0.0,nuka,nuka
1999-08-31,9.000000000000002,0.0,nuka,nuka
1999-09-01,9.000000000000002,0.0,nuka,nuka
1999-09-02,7.000000000000001,2.5399999999998553,nuka,nuka
1999-09-03,5.999999999999998,5.080000000000072,nuka,nuka
1999-09-04,8.0,25.4,nuka,nuka
1999-09-05,8.0,10.159999999999783,nuka,nuka
1999-09-06,8.0,2.5400000000002163,nuka,nuka
1999-09-07,9.000000000000002,0.0,nuka,nuka
1999-09-08,9.000000000000002,0.0,nuka,nuka
1999-09-09,8.0,2.5399999999998553,nuka,nuka
1999-09-10,8.0,0.0,nuka,nuka
1999-09-11,8.0,0.0,nuka,nuka
1999-09-12,5.999999999999998,17.780000000000072,nuka,nuka
1999-09-13,7.000000000000001,2.5399999999998553,nuka,nuka
1999-09-14,7.000000000000001,25.4,nuka,nuka
1999-09-15,5.999999999999998,25.4,nuka,nuka
1999-09-16,8.0,15.240000000000215,nuka,nuka
1999-09-17,7.000000000000001,0.0,nuka,nuka
1999-09-18,5.999999999999998,99.05999999999977,nuka,nuka
1999-09-19,5.0,25.4,nuka,nuka
1999-09-20,4.000000000000002,25.4,nuka,nuka
1999-09-21,5.999999999999998,20.320000000000288,nuka,nuka
1999-09-22,7.000000000000001,33.019999999999925,nuka,nuka
1999-09-23,5.999999999999998,20.319999999999926,nuka,nuka
1999-09-24,5.0,7.619999999999927,nuka,nuka
1999-09-25,4.000000000000002,0.0,nuka,nuka
1999-09-26,4.000000000000002,2.5400000000002163,nuka,nuka
1999-09-27,4.000000000000002,0.0,nuka,nuka
1999-09-28,4.000000000000002,0.0,nuka,nuka
1999-09-29,5.999999999999998,2.5399999999998553,nuka,nuka
1999-09-30,5.999999999999998,0.0,nuka,nuka
1999-10-01,5.999999999999998,0.0,nuka,nuka
1999-10-02,5.0,25.4,nuka,nuka
1999-10-03,2.999999999999999,71.11999999999999,nuka,nuka
1999-10-04,2.999999999999999,15.240000000000013,nuka,nuka
1999-10-05,2.000000000000001,7.619999999999995,nuka,nuka
1999-10-06,5.0,15.23999999999999,nuka,nuka
1999-10-07,2.999999999999999,15.240000000000013,nuka,nuka
1999-10-08,0.9999999999999984,7.619999999999995,nuka,nuka
1999-10-09,2.000000000000001,30.480000000000004,nuka,nuka
1999-10-10,0.9999999999999984,40.639999999999986,nuka,nuka
1999-10-11,2.000000000000001,5.079999999999981,nuka,nuka
1999-10-12,0.9999999999999984,7.620000000000018,nuka,nuka
1999-10-13,0.0,15.23999999999999,nuka,nuka
1999-10-14,-1.0000000000000004,7.620000000000018,nuka,nuka
1999-10-15,0.9999999999999984,5.079999999999981,nuka,nuka
1999-10-16,0.0,15.23999999999999,nuka,nuka
1999-10-17,2.999999999999999,2.540000000000036,nuka,nuka
1999-10-18,5.0,2.5399999999999907,nuka,nuka
1999-10-19,2.000000000000001,55.87999999999998,nuka,nuka
1999-10-20,0.9999999999999984,7.620000000000018,nuka,nuka
1999-10-21,0.9999999999999984,25.4,nuka,nuka
1999-10-22,0.0,0.0,nuka,nuka
1999-10-23,-1.0000000000000004,0.0,nuka,nuka
1999-10-24,-1.0000000000000004,0.0,nuka,nuka
1999-10-25,-1.0000000000000004,2.5399999999999907,nuka,nuka
1999-10-26,-2.999999999999999,0.0,nuka,nuka
1999-10-27,-2.999999999999999,0.0,nuka,nuka
1999-10-28,-6.0,0.0,nuka,nuka
1999-10-29,-6.0,12.7,nuka,nuka
1999-10-30,-6.0,2.5399999999999907,nuka,nuka
1999-10-31,-6.0,10.160000000000009,nuka,nuka
1999-11-01,-6.0,7.620000000000018,nuka,nuka
1999-11-02,-9.0,2.539999999999946,nuka,nuka
1999-11-03,-8.0,2.540000000000036,nuka,nuka
1999-11-04,0.0,0.0,nuka,nuka
1999-11-05,0.0,7.620000000000018,nuka,nuka
1999-11-06,0.0,0.0,nuka,nuka
1999-11-07,0.0,5.079999999999981,nuka,nuka
1999-11-08,-2.000000000000001,7.620000000000018,nuka,nuka
1999-11-09,-2.999999999999999,2.539999999999946,nuka,nuka
1999-11-10,-4.0,0.0,nuka,nuka
1999-11-11,-4.0,0.0,nuka,nuka
1999-11-12,0.0,0.0,nuka,nuka
1999-11-13,0.0,0.0,nuka,nuka
1999-11-14,0.0,10.160000000000053,nuka,nuka
1999-11-15,0.0,2.539999999999946,nuka,nuka
1999-11-16,-4.0,0.0,nuka,nuka
1999-11-17,-4.0,0.0,nuka,nuka
1999-11-18,0.0,0.0,nuka,nuka
1999-11-19,0.9999999999999984,0.0,nuka,nuka
1999-11-20,0.0,2.540000000000036,nuka,nuka
1999-11-21,0.0,10.159999999999963,nuka,nuka
1999-11-22,-2.000000000000001,17.780000000000072,nuka,nuka
1999-11-23,-4.0,5.079999999999981,nuka,nuka
1999-11-24,-4.0,22.859999999999964,nuka,nuka
1999-11-25,-4.0,10.160000000000053,nuka,nuka
1999-11-26,-1.0000000000000004,0.0,nuka,nuka
1999-11-27,-5.0,0.0,nuka,nuka
1999-11-28,-7.000000000000001,0.0,nuka,nuka
1999-11-29,-8.0,0.0,nuka,nuka
1999-11-30,-6.0,0.0,nuka,nuka
1999-12-01,-5.0,0.0,nuka,nuka
1999-12-02,-4.0,2.539999999999946,nuka,nuka
1999-12-03,0.0,2.540000000000036,nuka,nuka
1999-12-04,0.0,17.77999999999998,nuka,nuka
1999-12-05,-2.000000000000001,2.540000000000036,nuka,nuka
1999-12-06,-5.0,2.539999999999946,nuka,nuka
1999-12-07,-9.0,2.540000000000036,nuka,nuka
1999-12-08,-11.0,2.539999999999946,nuka,nuka
1999-12-09,-9.0,2.540000000000036,nuka,nuka
1999-12-10,-2.999999999999999,2.540000000000036,nuka,nuka
1999-12-11,-7.000000000000001,15.239999999999945,nuka,nuka
1999-12-12,-9.0,5.079999999999981,nuka,nuka
1999-12-13,-11.0,2.540000000000036,nuka,nuka
1999-12-14,-10.0,2.540000000000036,nuka,nuka
1999-12-15,-11.0,5.079999999999981,nuka,nuka
1999-12-16,-13.0,0.0,nuka,nuka
1999-12-17,-12.0,2.539999999999946,nuka,nuka
1999-12-18,-2.999999999999999,2.540000000000036,nuka,nuka
1999-12-19,0.0,10.159999999999963,nuka,nuka
1999-12-20,-2.999999999999999,20.320000000000018,nuka,nuka
1999-12-21,0.9999999999999984,5.079999999999981,nuka,nuka
1999-12-22,0.0,30.48000000000007,nuka,nuka
1999-12-23,-9.0,50.8,nuka,nuka
1999-12-24,-10.0,5.079999999999981,nuka,nuka
1999-12-25,0.0,5.079999999999981,nuka,nuka
1999-12-26,0.9999999999999984,12.7,nuka,nuka
1999-12-27,0.0,10.159999999999963,nuka,nuka
1999-12-28,-5.0,12.7,nuka,nuka
1999-12-29,-10.0,0.0,nuka,nuka
1999-12-30,-14.0,0.0,nuka,nuka
1999-12-31,-13.0,0.0,nuka,nuka
2000-01-01,-14.0,0.0,nuka,nuka
2000-01-02,-7.000000000000001,0.0,nuka,nuka
2000-01-03,-8.0,2.540000000000036,nuka,nuka
2000-01-04,-11.0,15.240000000000036,nuka,nuka
2000-01-05,-10.0,2.539999999999946,nuka,nuka
2000-01-06,-9.0,0.0,nuka,nuka
2000-01-07,-5.0,7.620000000000018,nuka,nuka
2000-01-08,-10.0,5.079999999999981,nuka,nuka
2000-01-09,-10.0,5.079999999999981,nuka,nuka
2000-01-10,-14.0,7.620000000000018,nuka,nuka
2000-01-11,-15.0,0.0,nuka,nuka
2000-01-12,-12.0,0.0,nuka,nuka
2000-01-13,-15.0,0.0,nuka,nuka
2000-01-14,-10.0,0.0,nuka,nuka
2000-01-15,-8.0,2.540000000000036,nuka,nuka
2000-01-16,-11.0,12.699999999999909,nuka,nuka
2000-01-17,-7.000000000000001,2.540000000000036,nuka,nuka
2000-01-18,-1.0000000000000004,0.0,nuka,nuka
2000-01-19,0.0,12.7,nuka,nuka
2000-01-20,-2.999999999999999,10.159999999999963,nuka,nuka
2000-01-21,-2.000000000000001,2.540000000000036,nuka,nuka
2000-01-22,-2.999999999999999,0.0,nuka,nuka
2000-01-23,0.0,0.0,nuka,nuka
2000-01-24,-1.0000000000000004,0.0,nuka,nuka
2000-01-25,-5.0,0.0,nuka,nuka
2000-01-26,-1.0000000000000004,0.0,nuka,nuka
2000-01-27,-2.000000000000001,0.0,nuka,nuka
2000-01-28,-9.0,7.620000000000108,nuka,nuka
2000-01-29,-13.0,22.859999999999964,nuka,nuka
2000-01-30,-11.0,10.159999999999963,nuka,nuka
2000-01-31,-9.0,2.540000000000036,nuka,nuka
2000-02-01,-7.000000000000001,12.7,nuka,nuka
2000-02-02,0.0,33.019999999999925,nuka,nuka
2000-02-03,0.0,22.859999999999964,nuka,nuka
2000-02-04,-1.0000000000000004,15.240000000000036,nuka,nuka
2000-02-05,0.9999999999999984,17.780000000000072,nuka,nuka
2000-02-06,0.9999999999999984,0.0,nuka,nuka
2000-02-07,2.000000000000001,0.0,nuka,nuka
2000-02-08,0.9999999999999984,0.0,nuka,nuka
2000-02-09,0.9999999999999984,2.540000000000036,nuka,nuka
2000-02-10,0.0,0.0,nuka,nuka
2000-02-11,0.0,0.0,nuka,nuka
2000-02-12,-1.0000000000000004,0.0,nuka,nuka
2000-02-13,-5.0,2.5399999999998553,nuka,nuka
2000-02-14,-6.0,0.0,nuka,nuka
2000-02-15,-1.0000000000000004,0.0,nuka,nuka
2000-02-16,0.0,0.0,nuka,nuka
2000-02-17,0.0,7.620000000000108,nuka,nuka
2000-02-18,0.0,7.619999999999927,nuka,nuka
2000-02-19,0.0,7.620000000000108,nuka,nuka
